PH3 1AA,56.2961,-3.70764
PH3 1AB,56.29405,-3.71573
PH3 1AD,56.2954,-3.70916
PH3 1AE,56.29539,-3.70498
PH3 1AF,56.29498,-3.71108
PH3 1AG,56.29594,-3.71472
PH3 1AH,56.29402,-3.71301
PH3 1AJ,56.29394,-3.70951
PH3 1AL,56.29378,-3.7117
PH3 1AN,56.29374,-3.71111
PH3 1AP,56.29272,-3.70829
PH3 1AQ,56.29525,-3.71239
PH3 1AR,56.29236,-3.70693
PH3 1AS,56.29337,-3.70594
PH3 1AT,56.29293,-3.70626
PH3 1AU,56.29254,-3.70566
PH3 1AW,56.2937,-3.7103
PH3 1AX,56.29218,-3.70794
PH3 1AY,56.29282,-3.70952
PH3 1AZ,56.29251,-3.7102
PH3 1BA,56.29314,-3.71003
PH3 1BB,56.29332,-3.7129
PH3 1BD,56.29355,-3.69856
PH3 1BE,56.29722,-3.7112
PH3 1BF,56.29625,-3.70221
PH3 1BG,56.29531,-3.69909
PH3 1BH,56.29762,-3.70544
PH3 1BJ,56.29623,-3.70639
PH3 1BL,56.29694,-3.70736
PH3 1BN,56.29668,-3.70492
PH3 1BP,56.29409,-3.70305
PH3 1BQ,56.30174,-3.68718
PH3 1BS,56.29472,-3.7043
PH3 1BT,56.29411,-3.70481
PH3 1BU,56.29352,-3.70138
PH3 1BW,56.29568,-3.70388
PH3 1BX,56.29373,-3.70086
PH3 1BY,56.29415,-3.70015
PH3 1BZ,56.29571,-3.70191
PH3 1DA,56.29772,-3.70397
PH3 1DB,56.29709,-3.70294
PH3 1DD,56.29663,-3.70037
PH3 1DE,56.29636,-3.69992
PH3 1DF,56.29775,-3.70069
PH3 1DG,56.29901,-3.69797
PH3 1DH,56.29684,-3.70865
PH3 1DJ,56.29632,-3.70914
PH3 1DL,56.29661,-3.71006
PH3 1DN,56.29707,-3.69749
PH3 1DP,56.29642,-3.69034
PH3 1DQ,56.29754,-3.69245
PH3 1DR,56.29725,-3.67576
PH3 1DS,56.29628,-3.66339
PH3 1DT,56.3002,-3.65553
PH3 1DU,56.30386,-3.67426
PH3 1DW,56.29655,-3.69231
PH3 1DX,56.30075,-3.70866
PH3 1DY,56.3069,-3.69783
PH3 1DZ,56.31119,-3.70385
PH3 1EA,56.32847,-3.70857
PH3 1EB,56.32314,-3.72415
PH3 1ED,56.31521,-3.69773
PH3 1EE,56.32649,-3.68943
PH3 1EF,56.32521,-3.67367
PH3 1EG,56.32136,-3.67165
PH3 1EH,56.329,-3.66715
PH3 1EJ,56.31622,-3.65196
PH3 1EL,56.3218,-3.64914
PH3 1EN,56.29604,-3.6953
PH3 1EP,56.29965,-3.69528
PH3 1EQ,56.31858,-3.66329
PH3 1ER,56.30274,-3.68418
PH3 1ES,56.31095,-3.68758
PH3 1ET,56.30466,-3.67568
PH3 1EU,56.31467,-3.67036
PH3 1EW,56.29796,-3.70954
PH3 1EX,56.34332,-3.67816
PH3 1EY,56.31911,-3.65612
PH3 1EZ,56.31953,-3.65463
