HD9 6AA,53.60361,-1.79273
HD9 6AB,53.60429,-1.79209
HD9 6AD,53.60333,-1.7929
HD9 6AE,53.60306,-1.79227
HD9 6AF,53.60283,-1.791
HD9 6AG,53.60239,-1.79194
HD9 6AH,53.60446,-1.79273
HD9 6AJ,53.60461,-1.7922
HD9 6AL,53.60368,-1.79346
HD9 6AN,53.60403,-1.7932
HD9 6AP,53.60311,-1.7908
HD9 6AQ,53.60352,-1.79113
HD9 6AR,53.60438,-1.79285
HD9 6AS,53.60337,-1.79412
HD9 6AT,53.5993,-1.79102
HD9 6AU,53.60478,-1.79366
HD9 6AW,53.60343,-1.7939
HD9 6AX,53.60428,-1.79353
HD9 6AY,53.6045,-1.79318
HD9 6AZ,53.60504,-1.79203
HD9 6BA,53.6051,-1.79319
HD9 6BB,53.60512,-1.79356
HD9 6BD,53.60524,-1.79366
HD9 6BE,53.6053,-1.7938
HD9 6BF,53.60881,-1.78164
HD9 6BG,53.60537,-1.79322
HD9 6BH,53.60553,-1.79364
HD9 6BJ,53.60576,-1.79411
HD9 6BL,53.60047,-1.79628
HD9 6BN,53.60575,-1.79455
HD9 6BP,53.60447,-1.79508
HD9 6BQ,53.6055,-1.79331
HD9 6BS,53.60256,-1.79363
HD9 6BT,53.60216,-1.79337
HD9 6BU,53.60135,-1.79327
HD9 6BW,53.60513,-1.79496
HD9 6BX,53.60057,-1.79188
HD9 6DA,53.60629,-1.79598
HD9 6DB,53.60551,-1.79494
HD9 6DD,53.60037,-1.79346
HD9 6DE,53.60131,-1.79397
HD9 6DF,53.5998,-1.78968
HD9 6DG,53.59948,-1.78911
HD9 6DH,53.6058,-1.79316
HD9 6DJ,53.602,-1.79361
HD9 6DL,53.59949,-1.78843
HD9 6DN,53.60215,-1.79434
HD9 6DP,53.6006,-1.79674
HD9 6DQ,53.6039,-1.79405
HD9 6DR,53.59925,-1.79485
HD9 6DS,53.59958,-1.79827
HD9 6DT,53.59978,-1.7968
HD9 6DU,53.59985,-1.79739
HD9 6DW,53.60078,-1.79562
HD9 6DX,53.60002,-1.79616
HD9 6DY,53.5994,-1.79346
HD9 6DZ,53.59947,-1.79568
HD9 6EA,53.59851,-1.79551
HD9 6EB,53.59685,-1.79189
HD9 6ED,53.59853,-1.7931
HD9 6EE,53.59825,-1.79753
HD9 6EF,53.59872,-1.79774
HD9 6EG,53.59871,-1.79878
HD9 6EH,53.59719,-1.79776
HD9 6EJ,53.59709,-1.79831
HD9 6EL,53.59701,-1.80059
HD9 6EN,53.59799,-1.79128
HD9 6EP,53.59667,-1.7994
HD9 6EQ,53.59905,-1.79801
HD9 6ER,53.59779,-1.80004
HD9 6ES,53.59733,-1.79983
HD9 6ET,53.59862,-1.79939
HD9 6EU,53.59939,-1.79951
HD9 6EW,53.59761,-1.79071
HD9 6EX,53.59974,-1.80015
HD9 6EY,53.59884,-1.79363
HD9 6EZ,53.5983,-1.79182
HD9 6FA,53.6002,-1.79746
